Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,EHKAC-18V,18216,EHKAC-18V TapeTech 18V Hot Knife,"TapeTech EHKAC-18V is a professional, air-cooled hot knife designed for continuous use anywhere you need to cut or groove EPS or XPS foam panels.","TapeTech EHKAC-18V is a professional, air-cooled hot knife designed for continuous use anywhere you need to cut or groove EPS or XPS foam panels. Powered by a 18V 2.0 aH battery, the EHKAC-18V air-cooled hot knife achieves operating temperatures of 752 ° F (400 ° C) in seconds. The EHKAC-18V professional kit includes the high performance, cordless air-cooled hot knife, (1) 18V 2.0 aH battery, 21V 2.3 Amp Battery Charger, Blade Wrench, Wire Brush, high quality 4"" (100mm) and 6"" (150mm) Hot Knife Blades and robust plastic carry case. When paired with one of four available battery adapters, the EHK18VROTATE can be powered using Bosch, DeWalt, Makita or Milwaukee batteries.",,$201.00,201.0,https://www.shopamestools.com/Item_Images_AMES/18216_EHKAC18V_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20158_MD-TTTEHKAC18V_M.jpg
TapeTech,EHKAC500,18215,EHKAC500 TapeTech Air-Cooled Hot Knife,"The TapeTech EHKAC500 is a professional, air-cooled hot knife designed for continuous use to cut EPS and XPS foam panels.","The TapeTech EHKAC500 is a professional, air-cooled hot knife designed for continuous use to cut EPS and XPS foam panels. The 120V, 190W hot knife achieves temperatures of 932 ° F (500 ° C) within seconds for smooth cuts and increased jobsite productivity. EHKAC500 features electronic circuit board technology and a spring-loaded safety trigger plus 16-position variable temperature control. EHKAC500 includes the professional, air-cooled hot knife, high quality 8"" hot knife blade, Blade Wrench and Wire Brush in a robust plastic carry case.",,$130.00,130.0,https://www.shopamestools.com/Item_Images_AMES/18215_EHKAC500_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20159_MD-TTTEHKAC500_M.jpg
TapeTech,EDISCTC24,18212,TapeTech Tungsten Carbide Sanding Disc 24 Grit 2pk,For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). Tungsten Carbide sanding discs last more than 100 times longer than standard sandin...,"For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). Tungsten Carbide sanding discs last more than 100 times longer than standard sanding abrasive discs. Sold in 2-packs. Available in 24 Grit (Fine), 16 Grit (Medium) and 12 Grit (Coarse).",,$129.00,129.0,https://www.shopamestools.com/Item_Images_AMES/18212_TapeTechEDISCTC24_001.jpg
TapeTech,EDISCAO60,18211,TapeTech Aluminum Oxide Sanding Discs 60 Grit 6pk,"TapeTech Aluminum Oxide 8"" Sanding Discs 60 Grit 6pk EDISCAO60 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V).","TapeTech Aluminum Oxide 8"" Sanding Discs 60 Grit 6pk EDISCAO60 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). Perforations across entire surface promotes efficient sanding and extraction. 60 Grit sold in 6-packs. Available in 40 and 60 grit.",,$17.00,17.0,https://www.shopamestools.com/Item_Images_AMES/18211_TapeTechEDISCAO60_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18211_TapeTechEDISCAO60_002.jpg
TapeTech,EDISCSC80,18209,TapeTech Silicon Carbide Sanding Discs 80 Grit 6pk,"TapeTech Silicon Carbide 8"" Sanding Discs 80 Grit 6pk EDISCSC80 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V).","TapeTech Silicon Carbide 8"" Sanding Discs 80 Grit 6pk EDISCSC80 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). 80 Grit sold in 6-packs. Sold separately in 12, 24, and 60 grit.",,$12.00,12.0,https://www.shopamestools.com/Item_Images_AMES/18209_TapeTechEDISCSC80_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18209_TapeTechEDISCSC80_002.jpg
TapeTech,EDISCSC60,18208,TapeTech Silicon Carbide Sanding Discs 60 Grit 6pk,"TapeTech Silicon Carbide 8"" Sanding Discs 60 Grit 6pk EDISCSC60 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V).","TapeTech Silicon Carbide 8"" Sanding Discs 60 Grit 6pk EDISCSC60 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). 60 Grit sold in 6-packs. Sold separately in 12, 24, and 80 grit.",,$12.00,12.0,https://www.shopamestools.com/Item_Images_AMES/18208_TapeTechEDISCSC60_001.jpg
TapeTech,EDISCSC24,18207,TapeTech Silicon Carbide Sanding Discs 24 Grit 4pk,"TapeTech Silicon Carbide 8"" Sanding Discs 24 Grit 4pk EDISCSC24 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V).","TapeTech Silicon Carbide 8"" Sanding Discs 24 Grit 4pk EDISCSC24 For use with TapeTech EIFSand™ Dual Disc Sanders (EIFSAND120 or EIFSAND18V). 24 Grit sold in 4-packs. Sold separately in 12, 60, and 80 grit.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18207_TapeTechEDISCSC24_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18207_TapeTechEDISCSC24_002.jpg
TapeTech,EADAPT-MIL,18205,TapeTech Battery Adapter - Milwaukee,Proprietary adapter allows you to use your Milwaukee 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,Proprietary adapter allows you to use your Milwaukee 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,,$19.99,19.99,https://www.shopamestools.com/Item_Images_AMES/18205_EADAPT-MIL_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18205_EADAPT-MIL_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18205_EADAPT-MIL_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18205_EADAPT-MIL_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18205_EADAPT-MIL_005.jpg
TapeTech,EADAPT-MAK,18204,TapeTech Battery Adapter - Makita,Proprietary adapter allows you to use your Makita 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,Proprietary adapter allows you to use your Makita 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,,$19.99,19.99,https://www.shopamestools.com/Item_Images_AMES/18204_EADAPT-MAK_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18204_EADAPT-MAK_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18204_EADAPT-MAK_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18204_EADAPT-MAK_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18204_EADAPT-MAK_005.jpg
TapeTech,EADAPT-DEW,18203,TapeTech Battery Adapter - DeWalt,Proprietary adapter allows you to use your DeWalt 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,Proprietary adapter allows you to use your DeWalt 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,,$19.99,19.99,https://www.shopamestools.com/Item_Images_AMES/18203_EADAPT-DEW_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18203_EADAPT-DEW_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18203_EADAPT-DEW_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18203_EADAPT-DEW_004.jpg
TapeTech,EADAPT-BSH,18202,TapeTech Battery Adapter - Bosch,Proprietary adapter allows you to use your Bosch 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,Proprietary adapter allows you to use your Bosch 18V batteries with the TapeTech EIFSAND18V Sander or the EIFSVAC18V Vacuum.,,$19.99,19.99,https://www.shopamestools.com/Item_Images_AMES/18202_EDAPT-BSH_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18202_EDAPT-BSH_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18202_EDAPT-BSH_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18202_EDAPT-BSH_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18202_EDAPT-BSH_005.jpg
TapeTech,EIFSVAC18V,18201,TapeTech 18V Cordless Backpack Vacuum,The TapeTech 18V Cordless Brushless Backpack Vacuum is the perfect complement to the TapeTech EIFSAND120/EIFSAND18V Dual Disc EIFS Hand Sanders.,"The TapeTech 18V Cordless Brushless Backpack Vacuum is the perfect complement to the TapeTech EIFSAND120/EIFSAND18V Dual Disc EIFS Hand Sanders. Paired with the cordless EIFSAND18V, the EIFSVAC18V vacuum provides the ultimate mobility on the jobsite and no cords to deal with - perfect for scaffolding! The 3.7 gallon 18V vacuum easily connects to TapeTech EIFS Sanding tools to help reduce foam waste on the job whether you're sanding EPS, XPS, or GPS foam. The 18V Backpack Vacuum plugs easily into the EIFSAND120/EIFSAND18V Dual Disc Sanders. Use a TapeTech battery adapter (sold separately) to quickly and easily use your Bosch, Makita, Milwaukee or DeWalt batteries to keep the vacuum running all day. With a max airflow of 7.4 gallons per second and weighing just 14 pounds, the vacuum is comfortable to wear for all-day use. Dimensions: 25"" x 16"" x 8.5"" Included with Vacuum: (2) 18V 5.0 Ah batteries (1) 30-minute quick charger (1) Flexible vacuum hose (1) Paper filter bag (1) Reusable fabric filter bag",(2) 18V 5.0 Ah batteries | (1) 30-minute quick charger | (1) Flexible vacuum hose | (1) Paper filter bag | (1) Reusable fabric filter bag,$947.00,947.0,https://www.shopamestools.com/Item_Images_AMES/18201_EIFSVAC18V_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18201_EIFSVAC18V_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18201_EIFSVAC18V_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18201_EIFSVAC18V_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18201_EIFSVAC18V_005.jpg
TapeTech,EIFSVAC120,18200,TapeTech 120V Backpack Vacuum,TapeTech EIFS Backpack Vacuum EIFSVAC120 The TapeTech EIFS Backpack Vacuum is the perfect complement to the TapeTech EIFSAND120/EIFSAND18V Dual Disc EIFS Sander...,"TapeTech EIFS Backpack Vacuum EIFSVAC120 The TapeTech EIFS Backpack Vacuum is the perfect complement to the TapeTech EIFSAND120/EIFSAND18V Dual Disc EIFS Sanders. The 3.7 gallon vacuum easily connects to TapeTech EIFS Sanding tools to help reduce foam waste on the job whether you're sanding EPS, XPS, or GPS foam. The Backpack Vacuum plugs easily into the EIFSAND120/EIFSAND18V Dual Disc Sanders. With a max airflow of 7.4 gallons per second and weighing 14 pounds, the corded vacuum is comfortable to wear for all-day use. Dimensions: 25.5"" x 17"" x 9"" Included with Vacuum: (1) Flexible vacuum hose (1) Paper filter bag (1) Reusable fabric filter bag",(1) Flexible vacuum hose | (1) Paper filter bag | (1) Reusable fabric filter bag,$533.00,533.0,https://www.shopamestools.com/Item_Images_AMES/18200_TTEIFSVAC120_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18200_TTEIFSVAC120_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18200_TTEIFSVAC120_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18200_TTEIFSVAC120_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18200_TTEIFSVAC120_005.jpg
TapeTech,EIFSAND18V,18199,TapeTech 18V Cordless Dual Disc Sander,"The TapeTech 18V Dual Disc Sander provides the ultimate portability and freedom on the jobsite to quickly sand EPS/XPS panels and many other materials, saving t...","The TapeTech 18V Dual Disc Sander provides the ultimate portability and freedom on the jobsite to quickly sand EPS/XPS panels and many other materials, saving time and money. The 8"" dual disc design features contra-rotation of the discs to provide optimal balance during operation and the independent motor reduces the weight of the tool in the worker's hands. The sander motor hangs from your belt leaving the sander weighing just 5 pounds. The brushless motor includes electronic soft-start and overload protection for dependability and low maintenance. The wide surface area produces a more even surface compared to smaller, standard size hand rasps. Powerful 5.0 Ah batteries sand up to 950 square feet on a single charge. Continuous speed control optimizes performance and maintains speed even under heavy loads. Use a TapeTech battery adapter (sold separately) to quickly and easily use your Bosch, Makita, Milwaukee or DeWalt batteries to keep the sander running all day. The sander features an exhaust outlet that is easily connected to the TapeTech Model EIFSVAC120/EIFSVAC18V Backpack Vacuum, or other vacuums, for increased mobility and a dust free work area. The TapeTech 18V Dual Disc Sander is perfect for working from scaffolding, eliminating cords and increasing mobility. Get the only dustless vacuum drywall hand sander on the market today! The kit includes (2) 5.0 Ah batteries and a 30-minute TapeTech battery quick charger for continuous work. Product Information: Power: 18V RPM: 380 Disc Size: 8"" Weight: 6.2lbs Vibration: 1.5m/sec² Noise Level: Lp = 88 dB (A), Lw = 99 dB (A) Protection: Class II","Power: 18V | RPM: 380 | Disc Size: 8"" | Weight: 6.2lbs | Vibration: 1.5m/sec² | Noise Level: Lp = 88 dB (A), Lw = 99 dB (A) | Protection: Class II","$1,357.00",1357.0,https://www.shopamestools.com/Item_Images_AMES/18199_EIFSAND18V_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18199_EIFSAND18V_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18199_EIFSAND18V_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18199_EIFSAND18V_004.jpg
TapeTech,EIFSAND120,18198,TapeTech Dual Disc Sander - 120V,"The TapeTech Dual Disc Sander quickly sands EPS/XPS panels and many other materials, saving time and money.","The TapeTech Dual Disc Sander quickly sands EPS/XPS panels and many other materials, saving time and money. The 8"" dual disc design features contra-rotation of the discs to provide optimal balance during operation and the independent motor reduces the weight of the tool in the worker's hands. The sander motor hangs from your belt leaving the hand sander weighing just 5 pounds. Includes electronic soft-start and overload protection for dependability and low maintenance. The wide surface area produces a more even surface compared to smaller, standard size hand rasps. The sander features an exhaust outlet that is easily connected to the TapeTech Model EIFSVAC120/EIFSVAC18V Backpack Vacuum, or other vacuums, for increased mobility and a dust free work area. Continuous speed control optimizes performance and maintains speed even under heavy loads. Get the only dustless vacuum drywall hand sander on the market today! Product Information: Power: 120V RPM: 150 - 570 Disc Size: 8"" Weight: 6.2lbs Vibration: 1.5m/sec² Noise Level: Lp = 88 dB (A), Lw = 99 dB (A) Protection: Class II","Power: 120V | RPM: 150 - 570 | Disc Size: 8"" | Weight: 6.2lbs | Vibration: 1.5m/sec² | Noise Level: Lp = 88 dB (A), Lw = 99 dB (A) | Protection: Class II",$977.00,977.0,https://www.shopamestools.com/Item_Images_AMES/18198_EIFSAND120_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18198_EIFSAND120_002.JPG | https://www.shopamestools.com/Item_Images_AMES/18198_EIFSAND120_003.JPG | https://www.shopamestools.com/Item_Images_AMES/18198_EIFSAND120_004.JPG | https://s3.amazonaws.com/tswfastcomfiles/product/20172_MD-TTTEIFSAND120_M.jpg
